"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"spatial_pd_demographic.nlogo"
"experiment"
"06/07/2024 08:46:32:123 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","agent-maxage","pd-r","histogram-granularity","pd-s","agent-procreation-min-wealth","agent-init-coop-ratio","simulation-steps","pd-t","agent-number","agent-init-random-birth-age","patch-background-color","neighborhood","mutation-rate","agent-init-endowment","pd-p","[step]","count turtles","count cooperators","count defectors"
"15","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2464","1566","898"
"19","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2472","1624","848"
"2","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","240","2458","1567","891"
"12","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2479","1624","855"
"20","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","242","2454","1457","997"
"1","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","204","2482","1736","746"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","241","2466","1604","862"
"5","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","240","2476","1610","866"
"9","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2470","1652","818"
"17","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2447","1534","913"
"14","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","239","2475","1603","872"
"22","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2472","1630","842"
"7","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","238","2461","1571","890"
"10","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","237","2456","1615","841"
"8","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","236","2458","1553","905"
"21","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2481","1650","831"
"3","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","242","2456","1555","901"
"6","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","237","2468","1569","899"
"23","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2464","1525","939"
"13","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2481","1706","775"
"5","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","241","2465","1615","850"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","242","2463","1612","851"
"14","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","240","2468","1591","877"
"22","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2457","1615","842"
"24","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","240","2467","1527","940"
"4","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2466","1608","858"
"19","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2462","1606","856"
"11","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2469","1636","833"
"9","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2468","1656","812"
"15","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2467","1565","902"
"16","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2465","1533","932"
"1","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","205","2479","1727","752"
"2","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","241","2468","1571","897"
"12","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2474","1616","858"
"20","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2466","1450","1016"
"7","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","239","2462","1574","888"
"8","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","237","2455","1555","900"
"17","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2437","1523","914"
"10","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","238","2446","1608","838"
"21","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2472","1635","837"
"6","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","238","2466","1579","887"
"3","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2466","1550","916"
"5","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","242","2464","1613","851"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2475","1607","868"
"14","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","241","2465","1585","880"
"13","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2476","1701","775"
"23","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2440","1514","926"
"22","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2469","1620","849"
"11","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2479","1637","842"
"9","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2459","1650","809"
"12","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2474","1617","857"
"7","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","240","2460","1578","882"
"4","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2457","1601","856"
"24","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","241","2463","1524","939"
"16","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2458","1543","915"
"10","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","239","2454","1600","854"
"19","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2474","1617","857"
"1","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","206","2475","1737","738"
"3","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2464","1550","914"
"15","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2461","1582","879"
"2","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","242","2463","1580","883"
"20","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2439","1449","990"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2470","1611","859"
"21","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2465","1637","828"
"17","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2449","1517","932"
"6","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","239","2473","1566","907"
"8","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","238","2459","1554","905"
"9","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","253","2478","1663","815"
"4","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2475","1598","877"
"14","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","242","2465","1591","874"
"5","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2487","1616","871"
"22","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2464","1626","838"
"13","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2483","1707","776"
"23","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2453","1502","951"
"7","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","241","2464","1582","882"
"15","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2462","1571","891"
"11","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2477","1641","836"
"12","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2465","1619","846"
"6","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","240","2465","1554","911"
"19","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2470","1619","851"
"2","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2456","1573","883"
"1","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","207","2473","1717","756"
"24","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","242","2465","1529","936"
"10","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","240","2461","1612","849"
"8","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","239","2464","1564","900"
"16","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2449","1531","918"
"3","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2477","1563","914"
"17","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2430","1532","898"
"20","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2446","1455","991"
"21","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2471","1630","841"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2471","1616","855"
"9","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","254","2479","1665","814"
"4","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2463","1613","850"
"7","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","242","2465","1587","878"
"5","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2462","1591","871"
"13","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2481","1712","769"
"22","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2461","1619","842"
"14","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2474","1588","886"
"1","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","208","2455","1700","755"
"23","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2453","1496","957"
"15","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","253","2455","1561","894"
"11","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2463","1641","822"
"3","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2469","1561","908"
"19","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2480","1632","848"
"12","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2467","1615","852"
"24","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2462","1529","933"
"8","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","240","2463","1557","906"
"16","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2451","1530","921"
"6","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","241","2461","1557","904"
"2","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2454","1578","876"
"17","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2429","1539","890"
"10","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","241","2458","1612","846"
"21","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2474","1648","826"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2470","1614","856"
"7","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2463","1582","881"
"4","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2470","1611","859"
"20","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2454","1459","995"
"9","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","255","2472","1659","813"
"24","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2460","1531","929"
"13","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2485","1715","770"
"14","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2469","1599","870"
"5","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2461","1603","858"
"23","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2461","1503","958"
"15","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","254","2451","1568","883"
"19","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2473","1623","850"
"22","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2461","1608","853"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2476","1625","851"
"10","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","242","2456","1609","847"
"12","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2477","1617","860"
"3","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2473","1567","906"
"11","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2478","1641","837"
"2","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2458","1572","886"
"8","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","241","2450","1547","903"
"1","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","209","2459","1680","779"
"16","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2457","1551","906"
"6","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","242","2467","1576","891"
"21","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2478","1652","826"
"17","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2436","1557","879"
"7","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2468","1595","873"
"4","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2474","1603","871"
"10","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2456","1618","838"
"24","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2460","1539","921"
"20","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2453","1456","997"
"13","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2480","1706","774"
"22","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2459","1609","850"
"9","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","256","2481","1654","827"
"19","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2475","1610","865"
"3","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2474","1560","914"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2460","1622","838"
"11","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2475","1630","845"
"14","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2473","1596","877"
"15","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","255","2464","1587","877"
"16","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2443","1534","909"
"23","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2464","1513","951"
"5","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2471","1602","869"
"12","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2476","1626","850"
"21","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2481","1655","826"
"2","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2460","1571","889"
"1","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","210","2471","1675","796"
"6","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2458","1567","891"
"8","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","242","2469","1557","912"
"17","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2440","1549","891"
"7","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2478","1593","885"
"9","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","257","2477","1662","815"
"3","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2468","1573","895"
"20","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2453","1444","1009"
"22","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2437","1606","831"
"24","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2465","1534","931"
"13","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2479","1699","780"
"10","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2441","1613","828"
"4","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2479","1595","884"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2468","1613","855"
"16","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","253","2450","1548","902"
"11","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2467","1635","832"
"19","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","253","2473","1608","865"
"8","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","243","2461","1557","904"
"14","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2478","1598","880"
"15","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","256","2457","1577","880"
"12","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2479","1630","849"
"2","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2461","1574","887"
"6","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2466","1566","900"
"23","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2453","1520","933"
"5","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2472","1596","876"
"1","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","211","2468","1657","811"
"17","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2449","1530","919"
"21","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2474","1648","826"
"9","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","258","2475","1646","829"
"7","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2460","1595","865"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2477","1613","864"
"3","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2472","1568","904"
"13","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","253","2490","1701","789"
"22","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2459","1610","849"
"24","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2468","1526","942"
"20","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2446","1445","1001"
"16","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","254","2454","1533","921"
"10","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2467","1628","839"
"4","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2470","1601","869"
"14","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2478","1596","882"
"12","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2477","1636","841"
"17","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2431","1537","894"
"5","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2457","1578","879"
"19","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","254","2461","1603","858"
"11","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2475","1642","833"
"7","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2466","1602","864"
"8","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","244","2446","1547","899"
"2","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2455","1560","895"
"15","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","257","2466","1578","888"
"21","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2479","1655","824"
"6","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2476","1584","892"
"23","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2448","1528","920"
"1","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","212","2466","1655","811"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2466","1613","853"
"9","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","259","2463","1650","813"
"22","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2437","1613","824"
"13","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","254","2483","1696","787"
"20","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2437","1431","1006"
"3","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2469","1558","911"
"10","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2460","1615","845"
"4","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2471","1589","882"
"24","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2471","1535","936"
"12","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2480","1621","859"
"14","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2479","1591","888"
"17","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","253","2456","1554","902"
"2","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2444","1556","888"
"16","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","255","2447","1549","898"
"6","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2462","1557","905"
"5","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2461","1589","872"
"19","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","255","2482","1608","874"
"11","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2477","1638","839"
"15","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","258","2465","1579","886"
"8","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","245","2468","1555","913"
"23","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2452","1529","923"
"22","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","253","2451","1624","827"
"7","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2466","1597","869"
"21","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","253","2476","1631","845"
"13","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","255","2480","1714","766"
"9","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","260","2472","1642","830"
"1","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","213","2474","1665","809"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2450","1608","842"
"10","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2467","1622","845"
"20","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2443","1445","998"
"12","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","253","2479","1633","846"
"4","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2471","1608","863"
"24","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2464","1525","939"
"14","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2476","1586","890"
"3","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2474","1570","904"
"11","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2470","1620","850"
"2","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2461","1559","902"
"16","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","256","2452","1530","922"
"17","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","254","2440","1539","901"
"5","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2469","1589","880"
"19","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","256","2482","1599","883"
"6","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","247","2464","1571","893"
"22","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","254","2452","1616","836"
"15","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","259","2448","1569","879"
"23","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2446","1518","928"
"7","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","249","2466","1606","860"
"8","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","246","2451","1548","903"
"21","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","254","2469","1637","832"
"18","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","253","2469","1612","857"
"10","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2462","1617","845"
"9","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","261","2470","1645","825"
"13","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","256","2480","1700","780"
"1","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","214","2469","1659","810"
"2","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","251","2434","1543","891"
"24","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2478","1531","947"
"16","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","257","2461","1537","924"
"4","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","253","2476","1605","871"
"12","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","254","2473","1627","846"
"14","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","250","2472","1577","895"
"20","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","252","2450","1467","983"
"3","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","253","2476","1576","900"
"15","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","260","2468","1566","902"
"6","100","5","10","-6","10","0.5","500","6","280","true","white","Moore","0","6","-5","248","2463","1568","895"
